Arquivo,Chave,CNPJEmitente,DataEmissao,Valor,Status
33260205817741000183550010000455181000790540-can.xml,33260205817741000183550010000455181000790540,05817741000183,,,Cancelada
33260205817741000183550010000455181000790540-nfe.xml,33260205817741000183550010000455181000790540,05817741000183,2026-02-25T16:21:43-03:00,968.00,Ativa
33260205817741000183550010000455191000790555-nfe.xml,33260205817741000183550010000455191000790555,05817741000183,2026-02-25T16:35:07-03:00,968.00,Ativa
33260205817741000183550010000455201000790564-nfe.xml,33260205817741000183550010000455201000790564,05817741000183,2026-02-25T17:14:14-03:00,42.00,Ativa
33260205817741000183550010000455211000790570-nfe.xml,33260205817741000183550010000455211000790570,05817741000183,2026-02-26T08:23:43-03:00,1246.00,Ativa
33260205817741000183550010000455221000790585-nfe.xml,33260205817741000183550010000455221000790585,05817741000183,2026-02-26T10:14:02-03:00,308.00,Ativa
33260205817741000183550010000455231000790590-nfe.xml,33260205817741000183550010000455231000790590,05817741000183,2026-02-26T11:00:52-03:00,304.00,Ativa
33260205817741000183550010000455241000790601-nfe.xml,33260205817741000183550010000455241000790601,05817741000183,2026-02-26T11:14:50-03:00,152.00,Ativa
33260205817741000183550010000455251000790617-nfe.xml,33260205817741000183550010000455251000790617,05817741000183,2026-02-26T11:19:16-03:00,2831.00,Ativa
33260205817741000183550010000455261000790630-nfe.xml,33260205817741000183550010000455261000790630,05817741000183,2026-02-26T13:54:03-03:00,1412.00,Ativa
33260205817741000183550010000455271000790646-nfe.xml,33260205817741000183550010000455271000790646,05817741000183,2026-02-26T14:14:15-03:00,220.00,Ativa
33260205817741000183550010000455281000790660-nfe.xml,33260205817741000183550010000455281000790660,05817741000183,2026-02-26T15:24:03-03:00,1100.00,Ativa
33260205817741000183550010000455291000790675-nfe.xml,33260205817741000183550010000455291000790675,05817741000183,2026-02-26T15:28:00-03:00,1690.00,Ativa
33260205817741000183550010000455301000790684-nfe.xml,33260205817741000183550010000455301000790684,05817741000183,2026-02-26T15:30:36-03:00,299.00,Ativa
33260205817741000183550010000455311000790690-nfe.xml,33260205817741000183550010000455311000790690,05817741000183,2026-02-26T15:48:10-03:00,2740.00,Ativa
33260205817741000183550010000455321000790700-nfe.xml,33260205817741000183550010000455321000790700,05817741000183,2026-02-26T15:58:31-03:00,497.00,Ativa
33260205817741000183550010000455331000790716-nfe.xml,33260205817741000183550010000455331000790716,05817741000183,2026-02-26T17:09:39-03:00,53544.00,Ativa
33260205817741000183550010000455341000790730-nfe.xml,33260205817741000183550010000455341000790730,05817741000183,2026-02-27T08:04:24-03:00,6000.00,Ativa
33260205817741000183550010000455351000790745-nfe.xml,33260205817741000183550010000455351000790745,05817741000183,2026-02-27T08:09:36-03:00,12467.00,Ativa
33260205817741000183550010000455361000790750-nfe.xml,33260205817741000183550010000455361000790750,05817741000183,2026-02-27T08:24:22-03:00,1651.00,Ativa
33260205817741000183550010000455371000790782-nfe.xml,33260205817741000183550010000455371000790782,05817741000183,2026-02-27T09:52:01-03:00,5042.00,Ativa
33260205817741000183550010000455381000790801-nfe.xml,33260205817741000183550010000455381000790801,05817741000183,2026-02-27T10:30:55-03:00,2.00,Ativa
33260205817741000183550010000455391000790795-nfe.xml,33260205817741000183550010000455391000790795,05817741000183,2026-02-27T10:33:44-03:00,146.99,Ativa
33260205817741000183550010000455401000790818-nfe.xml,33260205817741000183550010000455401000790818,05817741000183,2026-02-27T10:34:44-03:00,376.00,Ativa
33260205817741000183550010000455411000790823-nfe.xml,33260205817741000183550010000455411000790823,05817741000183,2026-02-27T11:15:58-03:00,172.00,Ativa
33260205817741000183550010000455421000790839-nfe.xml,33260205817741000183550010000455421000790839,05817741000183,2026-02-27T11:57:43-03:00,99.00,Ativa
33260205817741000183550010000455431000790844-nfe.xml,33260205817741000183550010000455431000790844,05817741000183,2026-02-27T12:22:18-03:00,881.14,Ativa
33260205817741000183550010000455441000790850-nfe.xml,33260205817741000183550010000455441000790850,05817741000183,2026-02-27T13:31:51-03:00,131.00,Ativa
33260205817741000183550010000455451000790865-nfe.xml,33260205817741000183550010000455451000790865,05817741000183,2026-02-27T16:13:28-03:00,1290.00,Ativa
33260581774100018355001000045378000045378-inu.xml,,05817741000183,,,Inutilizada
33260581774100018355001000045424000045424-inu.xml,,05817741000183,,,Inutilizada
